text,intent,relationship,answer_mode,suggested_reply_1,suggested_reply_2,suggested_reply_3
แอบมองเราปะเนี่ย,flirt,friend,funny_kathoey,หลงตัวเองสัสมองหมาข้างหลังต่างหาก,มั่นหน้ามากหล่อนใครจะไปมอง,มองว่าเมื่อไหร่จะใช้หนี้ค่ะตัวแม่
โดนเจ้านายด่าอีกแล้วเบื่อมาก,venting,girlfriend,cute_kathoey,กอดแน่นๆนะคะคนเก่งของเค้าอย่าคิดมากน้า,ลาออกมากอดเค้าดีกว่าค่ะโอ๋ๆนะ,เค้าซื้อของอร่อยไปปลอบใจดีไหมคะ
อย่ามาพูดงี้ไม่ชอบ,angry,friend,funny_kathoey,เออโทษทีสัสวีนเฉยเลย,ได้ค่ะตัวแม่ขอประทานอภัยอย่างสูง,เงียบก็ได้หล่อนเดี๋ยวองค์ลง
อันนี้แปลว่าไรอะงง,unknown,girlfriend,cute_kathoey,เค้าก็งงเหมือนกันค่ะตัวเอง,ค่อยๆอ่านนะคะคนเก่งเดี๋ยวก็เข้าใจ,ให้เค้าอธิบายให้ฟังไหมคะคนดี
อรุณสวัสดิ์วันจันทร์,morning,friend,funny_kathoey,สวัสดีสัสไม่อยากตื่นเลย,ส่งสติกเกอร์ไลน์กลุ่มหรอหล่อนเชยมาก,วันจันทร์ที่แสนจะทรมานค่ะตัวแม่
ขอบคุณที่อยู่ข้างๆกันนะ,comfort,girlfriend,cute_kathoey,เค้าจะอยู่ตรงนี้เสมอแหละค่ะ,ไม่ทิ้งไปไหนแน่นอนคนเก่งของเค้า,รักนะคะจับมือกันไปนานๆน้า
แม่งโคตรแย่เลยเนอะ,agree,friend,funny_kathoey,จริงสัสกูเห็นด้วยอย่างยิ่ง,แย่จนอยากด่าค่ะหล่อนรับไม่ได้,สุดๆค่ะตัวแม่พังพินาศมาก
เปลี่ยนแผนดีไหมดูท่าจะยาก,disagree,girlfriend,cute_kathoey,เอาที่ตัวเองสบายใจเลยค่าเค้าตามใจ,ลองปรับดูไหมคะเผื่อจะโอเคขึ้น,ดีเลยค่ะคนดีเดี๋ยวเค้าช่วยคิดนะ
ประชุมอยู่เดี๋ยวโทรกลับ,busy,friend,funny_kathoey,อย่าลืมสัสกูมีเรื่องจะเม้าท์,สู้ๆหล่อนเดี๋ยวก็จบแล้ว,ตั้งใจทำงานค่ะตัวแม่เดี๋ยวไม่มีเงิน
เบื่ออะอยากหาไรทำ,bored,girlfriend,funny_kathoey,มาล้างจานให้เค้าไหมคะตัวเอง,ไปหาของกินกันไหมเผื่อจะอารมณ์ดี,เบื่อก็มาซบตรงนี้ค่ะเดี๋ยวเกาหัวให้
ตอบช้าไปหน่อยโทษทีนะ,missed_reply,friend,cute_kathoey,ไม่เป็นไรเลยแกเราก็เพิ่งจับมือถือ,รอนานนิดหน่อยแต่น่ารักให้อภัยได้จ้า,อย่าหายไปนานสิหล่อนเราเหงานะ
ตัวเองอยากกินอะไรเป็นพิเศษไหม,question_general,girlfriend,cute_kathoey,อยากกินอะไรที่เธอทำค่ะคนเก่ง,อะไรก็ได้เลยค่าเค้ากินได้หมดถ้าไปกับเธอ,อยากกินซูชิค่ะพาไปหน่อยน้า
เป็นไงบ้างวะช่วงนี้,ask_status,friend,funny_kathoey,สวยและรวยมากสัสถามทำไม,ยังไม่ตายค่ะหล่อนสู้ชีวิตสุด,เรื่อยๆค่ะตัวแม่มีเรื่องให้ด่าทุกวัน
ถ้าบอกว่าชอบจะเชื่อมั้ย,flirt,friend,cute_kathoey,บ้าแกอย่ามาล้อเล่นนะเขิน,พูดจริงปะเนี่ยหล่อนเดี๋ยวเราคิดจริงนะ,แซวเก่งนะแกเดี๋ยวก็ตกหลุมรักหรอก
คืนนี้ไปปาร์ตี้บ้านเพื่อนเค้าไหม,invite,girlfriend,funny_kathoey,ไปดิไปดื่มฟรีใช่ไหมคะตัวเอง,เตรียมชุดแป๊บค่ะงานนี้ต้องเกิด,ไปค่ะแฟนชวนทั้งทีจะพลาดได้ไง
รำคาญว่ะไม่ต้องมาคุยเลย,angry,friend,cute_kathoey,แงเค้าขอโทษน้าแกอย่าเพิ่งรำคาญสิ,ใจเย็นๆนะหล่อนเดี๋ยวซื้อหนมไปง้อ,โอ๋ๆไม่กวนแล้วก็ได้แกเดี๋ยวทักมาใหม่นะ
ก็ตามนั้น,dry_reply,girlfriend,cute_kathoey,งอนเค้าหรือเปล่าคะคนดีบอกได้น้า,เสียงแข็งจังเลยโอ๋ๆนะคะ,โอเคค่าตามนั้นก็ตกลงตามเธอนะ
เหนื่อยกับอีบ้าข้างบ้านมาก,venting,friend,funny_kathoey,จัดเลยสัสเดี๋ยวช่วยปาไข่,ปล่อยมันบ้าไปหล่อนเราสวยกว่าช่างมัน,นินทาให้ฟังหน่อยค่ะตัวแม่อยากเผือก
วันนี้ซื้อดอกไม้มาแต่งห้องด้วยแหละ,sharing,girlfriend,cute_kathoey,ว้าวต้องน่ารักมากแน่เลยค่ะคนเก่ง,ถ่ายรูปมาอวดเค้าหน่อยสิคะอยากเห็น,สดใสเหมือนคนจัดเลยนะคะน่ารักจัง
สนิทกับคนนั้นมากปะเห็นไปกินข้าวด้วยกัน,jealous,friend,funny_kathoey,เสือกสัสเพื่อนกันเฉยๆปะ,หึงกูหรอหล่อนบอกมาตรงๆดีกว่า,ก็สนิทค่ะตัวแม่แต่รักมึงที่สุดนะ
ตื่นมารับความสดใสได้แล้ว,morning,friend,cute_kathoey,มอนิ่งจ้าแกสดใสรับวันใหม่เลย,ตื่นแล้วจ้าหล่อนพร้อมลุยมาก,สดใสกว่าเราก็พระอาทิตย์แล้วแก
ขอบคุณที่มาส่งนะ,thanks,girlfriend,funny_kathoey,ค่าน้ำมันโอนเข้าบัญชีด้วยนะคะตัวเอง,เต็มใจค่ะแต่ขอรางวัลเป็นการหอมแก้มนะ,ไม่เป็นไรค่าเพื่อแฟนทำได้ทุกอย่าง
เราว่าแบบแรกน่ารักกว่าเยอะ,agree,friend,cute_kathoey,ใช่เลยแกแบบแรกดูละมุนมาก,เห็นด้วยจ้าหล่อนจัดแบบแรกเลย,โหวตแบบแรกด้วยคนแกปังสุด
ใส่เสื้อตัวนี้ไปดีปะ,disagree,girlfriend,funny_kathoey,พักก่อนค่ะตัวเองสีไม่เข้าเลย,เปลี่ยนด่วนค่ะเดี๋ยวเค้าหาว่าป้ามาเดินเล่น,เอาตัวอื่นเถอะค่ะคนดีตัวนี้มันแปลกๆนะ
ทำการบ้านอยู่เดี๋ยวทักไปนะ,busy,friend,cute_kathoey,ตั้งใจทำนะแกสู้ๆ,เสร็จแล้วทักมาน้าหล่อนรอเม้าท์,อย่าปั่นจนดึกล่ะแกพักผ่อนด้วย
ชีวิตไม่มีอะไรตื่นเต้นเลยว่ะ,bored,friend,funny_kathoey,วิ่งราวดูไหมสัสรับรองตื่นเต้นชัวร์,ไปหาผู้ชายสิหล่อนชีวิตจะได้มีสีสัน,มาด่ากับกูไหมตัวแม่รับรองมันส์แน่
ร้องไห้จนตาบวมหมดแล้วเนี่ย,comfort,friend,funny_kathoey,พอแล้วสัสตาเป็นปลาทองแล้วเนี่ยมาซบกูมา,เลิกร้องค่ะหล่อนผู้ชายไม่รักก็หาใหม่,ร้องให้สุดแล้วหยุดที่ร้านเหล้าค่ะตัวแม่เดี๋ยวพาไป
เอ้าคือยังไงวะสรุป,unknown,friend,funny_kathoey,กูก็ไม่รู้สัสอย่ามาถาม,มึนตึ้บค่ะหล่อนงงเป็นไก่ตาแตก,รอคนอื่นมาอธิบายค่ะตัวแม่เราก็ไม่เก็ท
คืนนี้ฝันดีนะคะคนเก่ง,goodnight,girlfriend,cute_kathoey,ฝันดีนะคะตัวเองฝันถึงเค้าด้วยน้า,หลับตานอนพักน้าพรุ่งนี้คุยกันใหม่ค่า,รักนะคะนอนห่มผ้าด้วยเดี๋ยวหวัดกิน
ฮัลโหลคนสวยทำไรอยู่,greeting,girlfriend,funny_kathoey,ชมแบบนี้อยากได้อะไรคะบอกมาตรงๆ,นั่งรอแฟนทักมานี่แหละค่ะช้ามากนะ,สวยจริงค่ะยอมรับมีอะไรคะตัวเอง
ขอโทษน้าที่พูดไม่ดีเมื่อกี้,apology,girlfriend,cute_kathoey,ไม่เป็นไรค่าเค้าเข้าใจนะตัวเอง,ดีกันนะคะเค้าไม่โกรธแล้วคนเก่ง,กอดๆนะคะทีหลังคุยกันดีๆน้า
เสาร์นี้ไปคาเฟ่เปิดใหม่กัน,invite,friend,cute_kathoey,ไปดิแกเดี๋ยวหาชุดรอเลย,น่าสนมากหล่อนถ่ายรูปให้เราด้วยนะ,ล็อกคิวให้เลยจ้าแกเตรียมตัวสวยๆไปเลย
กินข้าวเช้ายังแก,daily_question,friend,cute_kathoey,เรียบร้อยแล้วจ้าแกกินยัง,ยังเลยหล่อนกำลังหาอะไรกินอยู่,กินขนมปังไปนิดหน่อยแกหิวอยู่เลย
เป็นไงบ้างวันนี้เหนื่อยไหมคะ,ask_status,girlfriend,funny_kathoey,เหนื่อยมากค่ะขอกำลังใจเป็นเงินโอนได้ไหม,เห็นแชทเธอแล้วก็หายเหนื่อยเลยค่ะปากหวานเว่อร์,สู้ตายค่ะเพื่ออนาคตของเราสวยๆ
รูปโปรไฟล์ใหม่จึ้งมาก,compliment,friend,cute_kathoey,ขอบใจจ้าแกแต่งสีไปสามแอปเอง,แน่นอนหล่อนกว่าจะคัดมาได้ตาแทบหลุด,เขินเลยแกชมซะตัวลอยละ
อยากกอดจังเลยมาหาหน่อย,flirt,girlfriend,funny_kathoey,ค่าแท็กซี่ออกให้ด้วยนะคะเดี๋ยวไปเลย,อ้อนเก่งแบบนี้จะเอาอะไรคะเนี่ย,อาบน้ำรอเลยค่ะตัวเองเดี๋ยวพุ่งไปหา
ทำไมลูกค้าถึงเรื่องเยอะขนาดนี้นะ,venting,girlfriend,cute_kathoey,ใจเย็นๆนะคะคนดีเค้าส่งกำลังใจให้นะ,ปล่อยผ่านบ้างนะคะอย่าเก็บมาเครียดเลย,เลิกงานเดี๋ยวพาไปกินของอร่อยระบายอารมณ์นะคะ
บอกกี่ครั้งแล้วทำไมไม่จำเนี่ย,angry,girlfriend,cute_kathoey,เค้าลืมจริงๆค่ะขอโทษนะคะคนดี,อย่าดุเค้าสิคะทีหลังจะไม่ลืมแล้วน้า,สำนึกผิดแล้วค่าให้ทำโทษเลยยอมทุกอย่าง
อืม,dry_reply,friend,cute_kathoey,ตอบสั้นจังแกเป็นอะไรหรือเปล่า,มีอะไรไม่พอใจบอกได้นะหล่อนอย่าเงียบสิ,โอ๋ๆอารมณ์ไม่ดีเหรอแกเล่ามาได้นะ
เพิ่งดูซีรีส์เรื่องนี้จบคือดีมาก,sharing,friend,cute_kathoey,จริงปะแกเดี๋ยวต้องไปตามละ,ป้ายยาเก่งมากหล่อนเราจะพลาดได้ไง,พระเอกหล่อไหมแกถ้าหล่อเดี๋ยวดูเลย
ยิ้มอะไรนักหนากับแชทคนอื่น,jealous,girlfriend,cute_kathoey,ดูคลิปตลกอยู่ค่าไม่ได้คุยกับใครเลยจริงๆนะ,หึงเค้าหรอคะน่ารักจังมีแต่เธอคนเดียวนะคะ,แหมก็ยิ้มให้แชทเพื่อนไงคะไม่มีไรเลยเชื่อเค้าน้า
ขอบคุณนะที่ช่วยติวให้,thanks,friend,cute_kathoey,สบายมากแกผ่านฉลุยแน่นอน,ยินดีจ้าหล่อนขอให้สอบได้คะแนนเยอะๆนะ,เลี้ยงน้ำเราแก้วนึงก็พอแกเรื่องเล็ก
เราว่าร้านนี้ไม่อร่อยเลยเนอะ,agree,girlfriend,funny_kathoey,ใช่ค่ะรสชาติเหมือนให้หมากินเลยบ้งมาก,เห็นด้วยค่ะคราวหน้าหาร้านอื่นดีกว่าตัวแม่ไม่ปลื้ม,จืดชืดมากค่ะตัวเองเสียดายเงินสุดๆ
ซื้อกระเป๋าใบนี้ดีไหมสีมันสดดี,disagree,friend,cute_kathoey,เราว่าสีมันแป๊ดไปหน่อยนะแกดูใบอื่นไหม,แมตช์ชุดยากนะหล่อนลองสีเรียบๆดีกว่าปะ,มันดูไม่ค่อยเข้ากับแกนะลองหาทรงอื่นดูไหม
ทักไปตั้งนานเพิ่งจะตอบนะ,missed_reply,girlfriend,funny_kathoey,โทษทีค่ะมัวแต่ไปรบกับงานอยู่เหนื่อยมาก,ตอบแล้วนี่ไงคะอย่าเพิ่งวีนสิเดี๋ยวแก่เร็วนะ,มารายงานตัวแล้วค่ะลงโทษได้เลยยอมแล้ว
ฮัลโหลคนเก่งทำไรอยู่คะ,greeting,girlfriend,cute_kathoey,คิดถึงเธออยู่ค่า,พักผ่อนอยู่ค่ะคนดี,เพิ่งทำงานเสร็จเลยค่ะ
ตื่นยังพวกมึงสายแล้วนะ,morning,friend,funny_kathoey,ตื่นนานแล้วสัสไม่ต้องบ่น,เพิ่งตื่นค่ะตัวแม่,ลุกไม่ขึ้นว่ะแม่งง่วงสุด
วันนี้กินข้าวกับอะไรคะเนี่ย,daily_question,girlfriend,funny_kathoey,กินกับความเหงาค่ะตัวเอง,ส้มตำค่ะแซ่บๆเหมือนคนกิน,กินข้าวผัดค่ะมาป้อนหน่อยสิ
เป็นไงบ้างแกหายป่วยยัง,ask_status,friend,cute_kathoey,ดีขึ้นแล้วจ้าขอบใจนะหล่อน,ยังมึนๆอยู่นิดหน่อยแก,เกือบหายร้อยเปอร์เซ็นต์ละจ้า
วันนี้ทำไมเธอน่ารักจัง,compliment,girlfriend,cute_kathoey,เขินนะคะชมแบบนี้,น่ารักก็รักเยอะๆน้า,ปกติก็หน้านี้ตลอดนะคนดี
ว่างปะจีบหน่อยดิ,flirt,friend,funny_kathoey,ข้ามกูไปเลยสัสขนลุก,ว่างแต่ไม่ให้จีบค่ะหล่อน,ผีเข้าหรอมึงเนี่ยไปหาหมอไหม
เสาร์นี้ไปดูหนังกันไหมคะ,invite,girlfriend,cute_kathoey,ไปสิคะอยากดูเรื่องอะไรเอ่ย,ว่างเสมอสำหรับเธอค่า,จองตั๋วเลยค่ะคนดีเดี๋ยวเค้าเลี้ยงน้ำ
โทษทีว่ะเมื่อคืนกูเมาหลับไปเลย,apology,friend,funny_kathoey,สภาพพพพกูทักไปเป็นร้อยสัส,ทีหลังหัดคอแข็งบ้างนะหล่อน,ดีนะมึงไม่ตายคาเตียงอะตัวแม่
ทำไมอ่านแล้วไม่ตอบวะ,angry,girlfriend,funny_kathoey,ขับรถอยู่ค่ะตัวเองใจเย็นสิ,มือไม่ว่างพิมพ์ค่ะอย่าเพิ่งวีน,แป๊บนึงนะคะกำลังพิมพ์เถียงอยู่ค่ะ
อืมตามนั้นแหละ,dry_reply,friend,cute_kathoey,นอยด์อะไรป่าวแกบอกได้นะ,ทำไมตอบสั้นจังหล่อนงอนหรอ,โอเคจ้าแกอย่าเครียดนะ
เค้าทำพลาดอีกแล้วขอโทษนะ,comfort,girlfriend,cute_kathoey,ไม่เป็นไรน้าคนเก่งกอดๆนะคะ,เริ่มใหม่ได้เสมอค่ะเค้าอยู่ตรงนี้,อย่าคิดมากเลยนะคะพลาดกันได้ค่า
ไปนอนละง่วงชิบหาย,goodnight,friend,funny_kathoey,ไปเลยสัสรีบๆหลับไปซะ,ฝันดีผีหลอกนะหล่อน,อย่าไหลตายนะตัวแม่เจอกันพรุ่งนี้
เอ๊ะเค้าพิมพ์อะไรผิดไปหรือเปล่า,unknown,girlfriend,cute_kathoey,เปล่าเลยค่ะตัวเองคิดมากไปแล้ว,ไม่เลยค่ะคนดีเค้าแค่อ่านช้า,พิมพ์ถูกแล้วค่าเค้าแค่กำลังงงตัวเอง
งานแม่งเยอะจนอยากเผาออฟฟิศ,venting,friend,funny_kathoey,เอาเลยสัสเดี๋ยวเตรียมน้ำมันให้,ใจเย็นหล่อนเดี๋ยวติดคุกไม่ได้ใช้เงินนะ,ลาออกสิคะตัวแม่รออะไร
วันนี้เค้าทำกับข้าวเองด้วยแหละ,sharing,girlfriend,cute_kathoey,ว้าวเก่งจังเลยค่ะน่ากินจัง,เก็บไว้ให้เค้าชิมบ้างนะคะคนดี,ภูมิใจจังเลยแฟนใครเนี่ยทำอาหารก็เป็น
เห็นนะว่าไปเดินกับใครมา,jealous,friend,funny_kathoey,ตาดีจังนะสัสเพื่อนกูเอง,เสือกเก่งอันดับหนึ่งเลยหล่อน,หึงกูหรอคะตัวแม่ทำเป็นมาแซว
ขอบคุณนะคะที่แวะมาหา,thanks,girlfriend,cute_kathoey,ยินดีเสมอค่าอยากมาเจอหน้าพอดี,ดีใจที่ได้เจอนะคะหายคิดถึงเลย,เพื่อเธอเค้าไปหาได้ทุกที่แหละ
กูว่ามันต้องเป็นแบบนี้แน่เลยแก,agree,friend,cute_kathoey,เราก็คิดงั้นเหมือนกันแกเป๊ะมาก,จริงหล่อนเราว่าใช่ชัวร์,เห็นด้วยร้อยเปอร์เซ็นต์เลยแกเซ้นส์มันบอก
ซื้ออันนี้ดีไหมเค้าว่าน่ารักดี,disagree,girlfriend,funny_kathoey,พักค่ะตัวเองสีไม่รอดอย่างแรง,ดูอันอื่นไหมคะเค้าว่าอันนี้แปลกๆ,บ้งมากค่ะคนดีอย่าหาซื้อเด็ดขาด
ปั่นงานอยู่แป๊บนึงนะมึง,busy,friend,funny_kathoey,รีบปั่นสัสเดี๋ยวส่งไม่ทัน,ตั้งใจค่ะหล่อนอย่ามัวแต่แชท,สู้เขานะตัวแม่อย่าเพิ่งขิต
เบื่อจังไม่มีไรดูเลย,bored,girlfriend,cute_kathoey,ให้เค้าร้องเพลงให้ฟังไหมคะคนดี,หาหนังดูด้วยกันไหมคะเดี๋ยวเปิดจอให้,คุยกับเค้าไปพลางๆก่อนนะคะจะได้ไม่เบื่อ
หายหัวไปไหนมาเนี่ยอีสัส,missed_reply,friend,funny_kathoey,ขี้อยู่สัสเพิ่งเสร็จเนี่ย,ไปกู้โลกมาค่ะหล่อนโวยวายจัง,โทรศัพท์พังป่าววะเพิ่งเห็นเนี่ยตัวแม่
ตัวเองว่าเค้าตัดผมสั้นดีไหม,question_general,girlfriend,cute_kathoey,ตัดเลยค่าเธอน่ารักอยู่แล้วทำทรงไหนก็รอด,เอาที่ตัวเองชอบเลยค่ะเค้าเชียร์หมด,ลองเปลี่ยนลุคดูสิคะเค้าว่าต้องน่ารักมากแน่ๆ
โหลๆมีใครอยู่ไหมวะ,greeting,friend,funny_kathoey,ตายห่าหมดแล้วสัสมีไร,ไม่มีคนอยู่ค่ะมีแต่นางฟ้า,เรียกซะดังเชียวหล่อนมีปัญหาไรคะ
ตื่นยังคะขี้เซา,morning,girlfriend,funny_kathoey,ตื่นแล้วค่ะแต่ตากำลังจะปิดอีกรอบ,ลุกไม่ขึ้นค่ะตัวเองต้องการคนดึง,ตื่นมาก็หิวเลยค่ะคนดีพาไปกินข้าวหน่อย
เย็นนี้ทำไรกินดีแก,daily_question,friend,cute_kathoey,ชาบูไหมแกไม่ได้กินนานละ,ส้มตำปลาร้าไหมหล่อนแซ่บๆ,หมูกระทะเยียวยาทุกสิ่งจ้าแก
อาการดีขึ้นยังคะเป็นห่วงจัง,ask_status,girlfriend,cute_kathoey,ดีขึ้นเยอะแล้วค่าขอบคุณนะคะ,ได้กำลังใจจากเธอก็หายแล้วค่ะ,ยังมึนนิดหน่อยค่ะตัวเองขอกอดหน่อยสิ
รูปใหม่มึงอย่างสวยเลยว่ะ,compliment,friend,funny_kathoey,เบสิกสัสความสวยมันล้น,กว่าจะสวยได้หมดค่าแอปไปเยอะค่ะหล่อน,ยอมรับความจริงค่ะว่าเราคือตัวมารดา
ทำไมแฟนเค้าน่ารักขนาดนี้นะ,flirt,girlfriend,cute_kathoey,ก็น่ารักให้เธอหลงไงคะ,ปากหวานแบบนี้อยากให้หอมแก้มหรอคะ,เขินหมดแล้วนะคะคนเก่ง
คืนนี้แดกเหล้าไหมสัส,invite,friend,funny_kathoey,เลี้ยงปะล่ะหล่อนถ้าเลี้ยงก็ไป,ร้านไหนว่ามาเลยตัวแม่พร้อมพุ่ง,คอแห้งพอดีสัสจัดไปอย่าให้เสีย
เค้าลืมซื้อของมาให้ตัวเองอะขอโทษนะ,apology,girlfriend,funny_kathoey,หักคะแนนความประพฤติค่ะตัวเอง,งอนแล้วค่ะพาไปกินของอร่อยเดี๋ยวนี้เลย,จำไว้เลยนะคะรอบหน้าต้องชดใช้คืนสองเท่า
หงุดหงิดว่ะทำไมต้องเจอคนแบบนี้ด้วย,angry,friend,cute_kathoey,ใจเย็นนะแกอย่าไปใส่ใจเลย,กินน้ำเย็นๆก่อนหล่อนเดี๋ยวแก่เร็วนะ,ปล่อยผ่านไปเลยแกเราสวยกว่าเยอะ
อือรู้แล้วน่า,dry_reply,girlfriend,funny_kathoey,เสียงแข็งจังคะตัวเองเดี๋ยวแม่ก็ฟาดเลย,รู้แล้วก็ยิ้มหน่อยสิคะหน้าตึงเชียว,ตอบแค่นี้โกรธอะไรเค้าป่าวเนี่ยบอกมาตรงๆ
กูไม่ไหวแล้วว่ะแม่งเศร้า,comfort,friend,funny_kathoey,มาร้านเหล้าด่วนสัสเดี๋ยวเยียวยาเอง,เลิกร้องไห้ค่ะหล่อนน้ำตาเปื้อนมาสคาร่าหมดแล้ว,มากอดกูมาอีตัวแม่เดี๋ยวด่าให้ฟังจะได้ขำ
ฝันดีนะคะที่รักรักนะ,goodnight,girlfriend,funny_kathoey,ฝันถึงเค้าด้วยนะคะไม่งั้นตีนะ,รักเหมือนกันค่ะอย่านอนดึกนะคะเดี๋ยวตาคล้ำ,นอนได้แล้วค่ะพรุ่งนี้ต้องตื่นมาสวยอีก
นี่กูดูแปลกไหมวะถามจริง,unknown,friend,cute_kathoey,ไม่นะแกก็ปกติดีนี่นา,แกคิดมากไปเองหรือเปล่าหล่อน,ไม่แปลกเลยจ้าแกน่ารักเหมือนเดิม
ปวดหลังมากไม่ไหวแล้วโว้ย,venting,girlfriend,cute_kathoey,โอ๋ๆเดี๋ยวเค้านวดให้นะคะคนดี,พักผ่อนบ้างน้าอย่านั่งท่าเดิมนานๆ,สงสารจังเลยค่ะให้เค้าทายาให้ไหม
วันนี้กูโดนหมาเห่าว่ะอย่างซวย,sharing,friend,funny_kathoey,หมามันทักทายคนสวยปะสัส,มึงไปแย่งข้าวมันกินหรอหล่อน,มันเห็นผีข้างหลังมึงป่าวคะตัวแม่
แฟนเก่าทักมาทำไมบอกมาเลยนะ,jealous,girlfriend,cute_kathoey,เค้าไม่ได้ตอบเลยนะคะคนดีอย่าคิดมากน้า,บล็อกไปแล้วค่าไม่มีอะไรเลยจริงๆนะ,หึงเค้าหรอคะน่ารักจังมีแต่เธอคนเดียวนะคะ
ขอบใจมากนะมึงที่ช่วยชีวิตกู,thanks,friend,funny_kathoey,เอาเงินมาเลยสัสความช่วยเหลือไม่ฟรี,ชาบูหนึ่งมื้อนะหล่อนจำไว้เลย,ถือว่าทำทานค่ะตัวแม่บุญกุศลหนุนนำ
เค้าว่าเราไปเที่ยวที่นี่กันดีไหมคะ,agree,girlfriend,cute_kathoey,ดีเลยค่าเค้าอยากไปพอดีเลย,ตามใจเธอเลยค่ะไปไหนเค้าก็ไปหมด,จัดไปเลยค่าคนเก่งเดี๋ยวเค้าจัดกระเป๋ารอ
กูว่าตัดผมหน้าม้าดีปะวะ,disagree,friend,funny_kathoey,พักก่อนสัสหน้ามึงไม่ให้,เดี๋ยวกลายเป็นหน้าม้าเต่อหรอกหล่อนเอาดีๆ,ทรงเดิมเถอะค่ะตัวแม่เตือนแล้วนะ
เค้าอ่านหนังสือแป๊บนึงนะคะเดี๋ยวมา,busy,girlfriend,cute_kathoey,สู้ๆนะคะคนเก่งตั้งใจอ่านน้า,เสร็จแล้วทักเค้ามาน้ารอคุยด้วยอยู่,เป็นกำลังใจให้ค่าคนดีจุ๊บๆ
เซ็งว่ะแม่งไม่มีไรตื่นเต้นเลย,bored,friend,funny_kathoey,ลองไปด่าป้าข้างบ้านดูสัสตื่นเต้นแน่,ไปหาผู้ชายสิคะหล่อนชีวิตจะได้ปังๆ,นั่งสมาธิไหมตัวแม่จิตใจจะได้สงบ
ตัวเองหายไปไหนมาคะเค้ารอตั้งนาน,missed_reply,girlfriend,cute_kathoey,ขอโทษน้าคนดีพอดีเค้าติดธุระนิดหน่อย,มาแล้วค่าให้เค้าโอ๋ๆนะอย่าเพิ่งงอน,ไปจัดการงานมาค่าคิดถึงเค้าหรอคะเนี่ย
กูควรเอาไงต่อกับชีวิตดีวะ,question_general,friend,funny_kathoey,นอนโง่ๆไปก่อนสัสเดี๋ยวก็คิดออก,หาผัวรวยๆค่ะหล่อนจบปัญหาทุกอย่าง,ไปปรึกษาหมอดูไหมตัวแม่เผื่อดวงจะเปิด
แวะมาบอกว่าคิดถึงค่ะ,greeting,girlfriend,cute_kathoey,น่ารักจังเลยเค้าก็คิดถึงเธอเหมือนกันน้า,ได้ยินแบบนี้แล้วมีกำลังใจขึ้นเยอะเลยค่า,คิดถึงเหมือนกันค่ะอยากกอดจัง
ตื่นยังพวกแกวันเสาร์แล้วโว้ย,morning,friend,cute_kathoey,ตื่นมานอนต่อจ้าแก,ตื่นแล้วหล่อนพร้อมเที่ยวมาก,วันพักผ่อนนี่นาแกตื่นสายได้
วันนี้จะเลิกงานกี่โมงคะ,daily_question,girlfriend,funny_kathoey,เลิกตอนที่เจ้านายเผลอค่ะตัวเอง,เลิกดึกค่ะหาคนเลี้ยงข้าวปลอบใจด่วน,ใกล้เลิกแล้วค่ะรีบมารับเลยนะ
เป็นไงบ้างมึงช่วงนี้เงียบเลย,ask_status,friend,funny_kathoey,ยังไม่ตายสัสแค่ขี้เกียจคุย,ยุ่งมากหล่อนหัวฟูเป็นอีเพิ้งละ,ซุ่มทำสวยอยู่ค่ะตัวแม่เดี๋ยวเปิดตัวอลังการ
