text,intent,relationship,answer_mode,suggested_reply_1,suggested_reply_2,suggested_reply_3
โหวันนี้แต่งตัวหล่อจัง,compliment,girlfriend,funny_kathoey,หล่อแบบนี้หวงนะคะตัวเอง,แต่งหล่อไปอ่อยใครคะบอกมา,หล่อจนอยากเก็บไว้ดูคนเดียวเลยค่า
ตัวเองอยากดูเรื่องนี้ไหม,invite,girlfriend,cute_kathoey,อยากดูค่าตัวเองจองตั๋วเลยน้า,ไปดูด้วยกันนะคะคนดี,ดูสิคะเค้ากำลังอยากดูพอดีเลย
พรุ่งนี้ไปเที่ยวกันปะมึง,invite,friend,funny_kathoey,เลี้ยงปะล่ะสัสถ้าเลี้ยงก็ไป,ไปดิเตรียมชุดรอแล้วหล่อน,ว่างเสมอสำหรับเรื่องเที่ยวค่ะตัวแม่
ทำไมตอบแชทช้าจัง,angry,girlfriend,cute_kathoey,ขอโทษน้าคนดีเค้ายุ่งนิดหน่อย,อย่าเพิ่งงอนสิคะเค้ามาแล้ว,มาโอ๋ๆนะคะทีหลังจะตอบไวๆ
เบื่อโว้ย,venting,friend,funny_kathoey,ไปกระโดดน้ำสิสัสจะได้หายเบื่อ,หาผู้ชายคุยดิหล่อนแก้เบื่อได้,มาด่าคนกับกูไหมตัวแม่รับรองสนุก
เค้าปวดท้องประจำเดือนอะ,sharing,girlfriend,cute_kathoey,โธ่คนเก่งประคบน้ำอุ่นไหมคะ,ให้เค้าไปดูแลน้าเดี๋ยวซื้อขนมไปให้,พักผ่อนเยอะๆนะคะโอ๋ๆน้า
กูว่ามันแปลกๆว่ะมึง,question_general,friend,cute_kathoey,เราก็ว่าแปลกแกคิดเหมือนกัน,ลองดูไปก่อนไหมหล่อนเผื่อมีอะไร,แปลกจริงแกต้องระวังตัวละ
คืนนี้อย่านอนดึกนะ,goodnight,girlfriend,funny_kathoey,รับทราบค่ะตัวเองเดี๋ยวแม่ตีนะถ้าดื้อ,ดึกไม่ดึกอยู่ที่เธอชวนคุยไหมคะ,นอนพร้อมกันสิคะตัวเองจะได้ไม่ดึก
มึงกูสอบผ่านแล้วน้ำตาจะไหล,sharing,friend,funny_kathoey,บนกี่วัดสัสบอกกูมา,รอดตายแล้วนะหล่อนเก่งมาก,ฉลองด่วนค่ะตัวแม่คืนนี้ต้องสุด
โกรธปะเนี่ย,ask_status,friend,cute_kathoey,ไม่ได้โกรธเลยแกคิดมาก,บ้าใครจะโกรธหล่อนลง,โอ๋ๆไม่ได้งอนจ้าเพื่อนรัก
วันนี้อากาศโคตรดี,sharing,friend,cute_kathoey,ใช่แกน่าไปคาเฟ่มาก,ดีจริงหล่อนออกไปเดินเล่นกัน,อากาศดีจนอยากนอนต่อเลยแก
เค้าเหนื่อยจังเลยขอกำลังใจหน่อย,comfort,girlfriend,cute_kathoey,กอดๆนะคะคนเก่งของเค้าสู้ๆน้า,เหนื่อยก็พักนะคะเค้าอยู่ตรงนี้เสมอ,ส่งจุ๊บไปให้ร้อยครั้งเลยค่ะคนดี
ยุ่งมากเลยไม่ได้จับโทรศัพท์,missed_reply,friend,funny_kathoey,นึกว่าตายไปแล้วสัส,ทำทรงยุ่งนะหล่อนเงินเดือนขึ้นไหม,สู้ชีวิตมากค่ะตัวแม่อย่าเพิ่งขิตนะ
เธอทำอะไรก็น่ารักไปหมด,compliment,girlfriend,cute_kathoey,ปากหวานจังเลยนะคะคนดี,ชมขนาดนี้รักตายเลยค่า,เขินจนตัวบิดแล้วนะคะตัวเอง
ไปกินหม่าล่ากันมึง,invite,friend,funny_kathoey,ไปดิสัสลิ้นชาถึงพรุ่งนี้แน่,นัดมาเลยหล่อนพร้อมกินมาก,จัดไปค่ะตัวแม่ความเผ็ดสิบระดับ
ฝันดีนะมึงพรุ่งนี้เจอกัน,goodnight,friend,cute_kathoey,ฝันดีจ้าแกเจอกันพรุ่งนี้น้า,รีบนอนเลยหล่อนดูแลสุขภาพด้วย,ฝันหวานจ้าแกพรุ่งนี้ลุยกันต่อ
อันนี้กูว่าไม่โอเคว่ะ,disagree,friend,funny_kathoey,จริงสัสบ้งมากอย่าหาทำ,พังพินาศค่ะหล่อนเปลี่ยนแผนด่วน,ไม่รอดชัวร์ค่ะตัวแม่เตือนแล้วนะ
อืมงั้นก็ตามใจ,dry_reply,girlfriend,cute_kathoey,อย่าเพิ่งงอนสิคะคนดีคุยกันก่อนน้า,ตามใจเค้าแล้วตัวเองโอเคไหมคะ,เสียงแข็งเชียวมากอดง้อนะคะ
กูว่าสีนี้สวยปะ,ask_status,friend,cute_kathoey,สวยมากแกเข้ากับแกสุดๆ,ปังเลยหล่อนจัดไปอย่าให้เสีย,สีนี้ขับผิวมากแกเชียร์เลย
เค้าทำกาแฟหกใส่เสื้อตัวเองง่ะ,venting,girlfriend,funny_kathoey,ซุ่มซ่ามตลอดเลยนะคะตัวเอง,ระวังหน่อยสิคะคนดีเดี๋ยวแม่ฟาดเลย,เปลี่ยนเสื้อด่วนค่ะเดี๋ยวเป็นคราบนะ
ขอบคุณนะคะที่พาไปกินของอร่อย,thanks,girlfriend,cute_kathoey,ยินดีค่าเห็นเธอมีความสุขเค้าก็ดีใจ,ไว้เดี๋ยวพาไปอีกน้าคนเก่ง,สำหรับเธอเค้าเต็มใจเสมอค่ะ
ทำไมมึงถึงมาสายวะ,angry,friend,funny_kathoey,รถติดสัสอย่าเพิ่งวีน,แวะดูผู้ชายอยู่หล่อนใจเย็นดิ,ขออภัยค่ะตัวแม่กำลังรีบพุ่งไป
เค้าไม่ได้มีใครจริงๆนะ,jealous,girlfriend,cute_kathoey,เชื่อใจตัวเองเสมอนะคะคนดี,ไม่คิดมากน้าเค้ารักเธอคนเดียว,รู้แล้วค่าโอ๋ๆไม่งอนเค้านะ
หนาวมากกอดหน่อย,flirt,girlfriend,funny_kathoey,เปิดแอร์สิบแปดองศาแล้วบ่นนะคะตัวเอง,มาค่ะเดี๋ยวรัดให้กระดูกหักเลย,อ้อนขนาดนี้อยากได้อะไรคะบอกมา
ดีใจด้วยนะมึงมงลงมาก,compliment,friend,funny_kathoey,แน่นอนสัสกูมันเริ่ด,มงไม่ลงจะงงมากค่ะหล่อน,ยอมรับมงกุฎแบบสวยๆค่ะตัวแม่
วันนี้เธอเหนื่อยไหมคะ,ask_status,girlfriend,cute_kathoey,เหนื่อยนิดหน่อยแต่คุยกับเธอก็หายแล้วค่า,สบายมากค่ะคนดีเค้าเก่งอยู่แล้ว,ขอกอดชาร์จแบตหน่อยสิคะหายเหนื่อยแน่
ไปแล้วนะบาย,goodnight,friend,funny_kathoey,ไปไหนก็ไปสัสอย่ากลับมาดึกละ,บายจ้าหล่อนขอให้โชคดี,เดินทางปลอดภัยค่ะตัวแม่
กูว่าเราทำผิดวิธีว่ะ,disagree,friend,cute_kathoey,เราก็ว่าแปลกๆนะแกลองหาวิธีใหม่ปะ,หยุดก่อนเลยหล่อนเดี๋ยวพังยาว,งั้นลองถามคนอื่นดูไหมแกว่าไง
คิดถึงเสียงเธอจัง,flirt,girlfriend,cute_kathoey,โทรมาหาเค้าสิคะคนดีรออยู่น้า,ปากหวานจังเลยอยากฟังเพลงไหมคะ,เดี๋ยวร้องเพลงให้ฟังก่อนนอนนะคะ
อะไรของมึงเนี่ยกูงง,unknown,friend,funny_kathoey,กูก็งงตัวเองเหมือนกันสัสช่างเถอะ,เบลอค่ะหล่อนอย่าถือสาคนสวย,ปล่อยผ่านไปค่ะตัวแม่สมองไม่ทำงานแล้ว
เมื่อไหร่จะเลิกงานวะอยากกลับบ้าน,venting,friend,funny_kathoey,ลาออกสัสจบปัญหา,ทนไปหล่อนหนี้เรายังเยอะ,กลับบ้านไปก็ไม่มีใครเอาค่ะตัวแม่
ตัวเองโกรธเค้าเรื่องเมื่อวานป่าว,ask_status,girlfriend,cute_kathoey,ไม่โกรธเลยค่าคนดีลืมไปหมดแล้ว,หายโกรธแล้วค่ะแค่ซื้อหนมมาง้อก็พอ,เค้าไม่เคยโกรธเธอลงหรอกน้า
เราชอบรอยยิ้มเธอจัง,compliment,girlfriend,funny_kathoey,ชมแบบนี้เตรียมโอนเงินมาเลยค่ะ,ยิ้มอ่อยเธอคนเดียวเลยนะคะเนี่ย,ชอบยิ้มก็ทำให้เค้ายิ้มบ่อยๆสิคะ
วันนี้ทำงานที่บ้านป่าวแก,daily_question,friend,cute_kathoey,ใช่จ้าแกนั่งหน้าคอมยาวๆเลย,เข้าออฟฟิศแกเบื่อมาก,ทำอยู่บ้านจ้าเหงาสุดๆแวะมาได้นะ
ซื้อน้ำมาเผื่อหน่อยดิแก,question_general,friend,funny_kathoey,เอาตังมาสัสไม่ฟรีนะ,เลี้ยงปะล่ะหล่อนถ้าเลี้ยงเดี๋ยวหยิบไป,บริการดุจญาติมิตรคิดตังร้อยนึงค่ะตัวแม่
โทษทีที่ตอบสั้นไปหน่อยนะ,apology,girlfriend,cute_kathoey,ไม่เป็นไรค่าเค้าเข้าใจว่าตัวเองยุ่ง,แค่ตอบเค้าก็ดีใจแล้วค่ะคนเก่ง,ไม่คิดมากเลยค่าสู้ๆกับงานนะคะ
ไม่สนิทอย่ามาเล่นงี้,angry,friend,funny_kathoey,โหสัสวีนเฉยเมนส์มาหรอ,ขอโทษค่ะหล่อนอย่าเพิ่งองค์ลง,ได้ค่ะตัวแม่วันหลังจะกราบก่อนคุย
เธอมีคนอื่นหรือเปล่าถามจริง,jealous,girlfriend,funny_kathoey,มีแต่เธอแหละค่ะคนดีอย่ามโนสิ,วันๆคุยแต่กับเธอจะเอาเวลาไหนไปมีคนอื่นคะ,บ้าน่าตัวเองหึงแรงจังเลยนะคะเนี่ย
แม่งโคตรดีอะอันนี้เห็นด้วยเลย,agree,friend,funny_kathoey,ใช่ไหมสัสของมันดีจริง,ปังมากหล่อนของมันต้องมี,ดีงามพระรามแปดค่ะตัวแม่ต้องจัดละ
เค้าสอบผ่านแล้วนะตัวเอง,sharing,girlfriend,cute_kathoey,คนเก่งของเค้าเริ่ดที่สุดเลย,เย้ดีใจด้วยนะคะเดี๋ยวพาไปฉลองน้า,เก่งมากเลยค่าหอมหัวหนึ่งที
เครียดว่ะทำไงดีมึง,comfort,friend,cute_kathoey,ใจเย็นๆนะแกเดี๋ยวเราช่วยคิดหาทางออก,ระบายมาได้เลยหล่อนเราพร้อมฟังเสมอ,กอดนะแกทุกอย่างต้องผ่านไปได้สิ
วันนี้รับบทคนโสดหนึ่งวัน,sharing,friend,funny_kathoey,โสดทั้งปีก็บอกมาเถอะสัส,ใครเขาอยากรู้คะหล่อนมั่นมาก,โปรโมทเก่งขนาดนี้ขอให้ได้ผัวนะคะตัวแม่
เออตามสบายเลยจ้า,dry_reply,friend,funny_kathoey,ประชดปะเนี่ยสัสอย่ามาทำทรง,เสียงอ่อนเสียงหวานนะหล่อนตอแหลสุด,ได้ค่ะตัวแม่ตามสบายกูเนี่ยแหละ
ทำไมถึงน่ารักแบบนี้คะเนี่ย,flirt,girlfriend,cute_kathoey,เขินเลยค่าคนดีชมบ่อยๆน้าชอบ,น่ารักก็รักเค้าหลงเค้าเยอะๆนะคะ,เธอก็น่ารักเหมือนกันแหละค่าจุ๊บๆ
ขอบคุณนะที่คอยรับฟังเรา,thanks,friend,cute_kathoey,ยินดีเสมอจ้าแกเพื่อนกันนี่นา,มีอะไรก็เล่าได้ตลอดเลยหล่อนพร้อมรับฟัง,กอดๆนะแกสบายใจขึ้นก็ดีแล้ว
ไปเที่ยวด้วยกันไหมคะเสาร์นี้,invite,girlfriend,funny_kathoey,ไปค่ะตัวเองแต่เป็นสปอนเซอร์ให้ด้วยนะ,แพ็กกระเป๋ารอแล้วค่ะพร้อมเสมอ,ไปสิคะรอคนชวนอยู่พอดีเลย
วันนี้ฝนตกหนักขับรถดีๆนะมึง,comfort,friend,funny_kathoey,ขอบใจสัสรู้ใจจริงๆ,ไม่ตายง่ายๆหรอกหล่อนหนังเหนียว,รับทราบค่ะตัวแม่จะขับระวังๆเลย
ควย,angry,friend,funny_kathoey,ควยกูยาวไง,มีแต่หีค่าาา,อมไหมสัส
มึงกูว่ามันไม่เวิร์คว่ะ,disagree,friend,cute_kathoey,เราก็ว่าแปลกแกอย่าทำเลย,เปลี่ยนวิธีดีกว่าหล่อนเอาชัวร์ๆ,เราว่าไม่รอดแกพักก่อนดีกว่า
แวะมาบอกว่ารักนะคะ,flirt,girlfriend,cute_kathoey,รักเหมือนกันค่าคนเก่งของเค้า,ใจฟูเลยค่ะตัวเองน่ารักจัง,วันนี้ปากหวานจังเลยนะคะรักน้า
อย่าลืมกินข้าวนะแก,daily_question,friend,cute_kathoey,ขอบใจน้าแกเดี๋ยวไปกินละ,แกก็เหมือนกันน้าดูแลตัวเองด้วย,กำลังกินเลยหล่อนมากินด้วยกันไหม
หี,angry,friend,funny_kathoey,รสหี,หีกูอร่อยจัด,ดมไหมคะซิส
ไปกินข้าวกันป่าว,invite,friend,cute_kathoey,ไปดิแกหิวพอดีเลย,ร้านไหนดีหล่อนนัดมาเลย,จัดไปจ้าแกพร้อมมาก
วันนี้เหนื่อยจังขอกอดหน่อย,comfort,girlfriend,cute_kathoey,กอดแน่นๆนะคะคนเก่ง,มาซบตรงนี้เลยค่าคนดี,เหนื่อยก็พักนะคะเค้าเป็นกำลังใจให้
มึงกูว่าเสื้อตัวนี้ไม่สวยว่ะ,disagree,friend,funny_kathoey,เออแม่งดูเหมือนผ้าขี้ริ้วเลยสัส,เปลี่ยนด่วนหล่อนเดี๋ยวคนทักผิด,บ้งมากค่ะตัวแม่พักก่อนนะตัวนี้
แวะมาบอกว่าฝันดีนะคะ,goodnight,girlfriend,cute_kathoey,ฝันดีเหมือนกันค่าตัวเอง,ฝันถึงเค้าด้วยน้าคนเก่ง,นอนหลับฝันหวานนะคะ
หายไปไหนมาเนี่ยตั้งนาน,missed_reply,friend,funny_kathoey,ไปเกิดใหม่มาสัสเพิ่งว่าง,โทษทีหล่อนมัวแต่ไปแรดอยู่,เพิ่งฟื้นจากความตายค่ะตัวแม่
วันนี้อากาศโคตรร้อนเลย,sharing,friend,funny_kathoey,ร้อนเหี้ยๆสัสละลายหมดละ,นึกว่าซ้อมตกนรกค่ะหล่อน,เปิดแอร์สิคะตัวแม่บ่นเพื่อ
ตัวเองกินอะไรหรือยังคะ,daily_question,girlfriend,cute_kathoey,กินแล้วค่าคนดีของเค้า,เรียบร้อยแล้วค่ะตัวเองล่ะกินยัง,รอกินพร้อมเธอไงคะ
สอบผ่านแล้วเว้ย,sharing,friend,cute_kathoey,เก่งมากแกฉลองไหม,ปังมากหล่อนสมความพยายาม,สุดยอดเลยแกดีใจด้วยน้า
ทำไมถึงน่ารักขนาดนี้เนี่ย,compliment,girlfriend,funny_kathoey,ชมบ่อยๆนะคะชอบมาก,น่ารักก็โอนเงินมาค่ะตัวเอง,ชมแบบนี้หวังผลอะไรหรือเปล่าคะ
อย่ามายุ่งกับกู,angry,friend,funny_kathoey,เออไม่ง้อหรอกสัสเชิด,ได้ค่ะหล่อนเดี๋ยวพรุ่งนี้ค่อยคุย,วีนเก่งนะตัวแม่เดี๋ยวหน้าเหี่ยวนะ
เค้าขอโทษนะคะที่งี่เง่า,apology,girlfriend,cute_kathoey,ไม่เป็นไรค่าเค้าเข้าใจน้า,ดีกันนะคะคนเก่งเค้าไม่โกรธเลย,กอดๆนะคะทีหลังอย่าคิดมากน้า
มึงเห็นเพื่อนกูปะวะ,question_general,friend,funny_kathoey,กูจะไปรู้ไหมสัส,ไม่ได้ตัวติดกันปะหล่อน,ลองโทรหามันสิคะตัวแม่
น่ารักจังจีบได้ปะ,flirt,friend,funny_kathoey,ข้ามไปเลยสัสขนลุก,มั่นหน้ามากหล่อนไปส่องกระจกก่อน,จีบติดก็เก่งแล้วค่ะตัวแม่
ขอบคุณนะที่ช่วยเหลือเรา,thanks,friend,cute_kathoey,ยินดีจ้าแกเรื่องเล็กน้อย,มีอะไรให้ช่วยบอกได้ตลอดเลยนะหล่อน,ไม่เป็นไรเลยแกเพื่อนกันนี่นา
เราว่าแบบนี้ก็ดีนะ,agree,friend,cute_kathoey,ใช่แกเราว่าโอเคเลย,ตามนี้เลยหล่อนเราเห็นด้วย,เอาตามนี้เลยแกเวิร์คสุด
เบื่อจังไม่มีไรทำเลย,bored,girlfriend,cute_kathoey,หาหนังดูด้วยกันไหมคะคนดี,เดี๋ยวเค้าเล่าเรื่องตลกให้ฟังนะคะ,มาหาเค้าไหมคะเดี๋ยวพาไปเที่ยว
อืมจ้า,dry_reply,friend,cute_kathoey,เป็นอะไรป่าวแกงอนหรอ,ตอบสั้นเชียวหล่อนมีไรเล่าได้นะ,โอ๋ๆอารมณ์ไม่ดีเหรอแก
ยุ่งอยู่นะเดี๋ยวทักไป,busy,girlfriend,cute_kathoey,โอเคค่าคนเก่งสู้ๆน้า,ตั้งใจทำงานนะคะเค้ารออยู่,อย่าลืมพักกินข้าวด้วยนะคะตัวเอง
ใครไลน์มาหาตัวเองอะ,jealous,girlfriend,cute_kathoey,เพื่อนที่ทำงานค่าไม่มีใครเลยน้า,หึงเค้าหรอคะน่ารักจัง,มีแค่เธอคนเดียวนะคะคนดีอย่าคิดมาก
มอนิ่งค่าที่รัก,morning,girlfriend,cute_kathoey,มอนิ่งนะคะคนดีตื่นเช้าจัง,เช้านี้สดใสเลยได้คุยกับเธอ,ตื่นมาก็คิดถึงเลยค่า
เป็นไงบ้างแกสบายดีไหม,ask_status,friend,cute_kathoey,สบายดีจ้าแกเป็นไงบ้าง,เรื่อยๆเลยหล่อนเหนื่อยนิดหน่อย,โอเคเลยจ้าแกคิดถึงนะ
สรุปยังไงวะกูงง,unknown,friend,funny_kathoey,กูก็งงเหมือนกันสัสช่างแม่ง,ไปถามคนอื่นเถอะหล่อน,เบลอค่ะตัวแม่อย่าเพิ่งถาม
ไปกินชาบูกันไหมคืนนี้,invite,girlfriend,funny_kathoey,เลี้ยงปะคะตัวเองถ้าเลี้ยงก็ไป,พร้อมมากค่ะตัวแม่หิวพอดี,ไปค่ะแฟนชวนทั้งทีพลาดได้ไง
กูหงุดหงิดมากแม่ง,venting,friend,funny_kathoey,ใจเย็นสัสมากินน้ำก่อน,ใครทำไรมึงบอกมาหล่อนเดี๋ยวด่าให้,สูดหายใจลึกๆค่ะตัวแม่อย่าเพิ่งวีน
ขอบคุณสำหรับของขวัญนะคะ,thanks,girlfriend,cute_kathoey,ดีใจที่ชอบนะคะคนดี,ตั้งใจเลือกให้เธอเลยน้า,น่ารักขนาดนี้ต้องมีรางวัลแล้วค่ะ
เราว่าอันนั้นมันแปลกๆอะ,disagree,girlfriend,cute_kathoey,เค้าก็ว่าแปลกๆเหมือนกันค่ะตัวเอง,ลองดูอันอื่นไหมคะเผื่อจะดีกว่า,งั้นเปลี่ยนใหม่เลยดีไหมคะคนดี
คืนนี้อย่านอนดึกนะเว้ย,goodnight,friend,funny_kathoey,รู้แล้วสัสบ่นเป็นแม่เลย,หล่อนก็นอนเร็วๆด้วยละกัน,รับทราบค่ะตัวแม่เดี๋ยวตาดำ
เธอคิดถึงเค้าไหมคะ,flirt,girlfriend,cute_kathoey,คิดถึงที่สุดเลยค่าคนดี,คิดถึงทุกลมหายใจเลยนะคะ,มากอดหน่อยเร็วคิดถึงจะแย่แล้ว
ตอนนี้อยู่ไหนแล้ววะ,ask_status,friend,funny_kathoey,กำลังไปสัสใจเย็นดิ,รถติดมากหล่อนรอแป๊บนึง,ใกล้ถึงแล้วค่ะตัวแม่อย่าเพิ่งด่า
โหลๆมีคนอยู่ป่าว,greeting,friend,funny_kathoey,ไม่มีสัสคุยกับผีไปนะ,มีแต่นางฟ้าค่ะหล่อน,เรียกซะดังเลยตัวแม่มีไรคะ
กูว่ากูทำไม่ได้ว่ะมึง,comfort,friend,funny_kathoey,มึงเก่งอยู่แล้วสัสอย่ามาทำสำออย,มั่นใจหน่อยหล่อนเดี๋ยวแม่ฟาด,ทำได้ดิระดับตัวแม่แล้วลุยเลย
ฝนตกหนักมากเปียกหมดเลย,sharing,girlfriend,cute_kathoey,รีบเช็ดตัวน้าเดี๋ยวไม่สบายนะคะ,ถึงห้องยังคะคนดีอาบน้ำสระผมด้วยน้า,น่าสงสารจังเลยโอ๋ๆนะคะ
มึงไปดูหนังกะใครมา,jealous,friend,funny_kathoey,ไปกะหมามั้งสัสเพื่อนไง,หึงกูหรอหล่อนบอกมาตรงๆ,ไปกะผู้ชายค่ะตัวแม่ไม่ต้องเผือก
วันนี้เธอใส่ชุดสีอะไรคะ,daily_question,girlfriend,cute_kathoey,สีขาวค่าตัวเองว่าน่ารักไหม,สีชมพูหวานๆเลยค่ะวันนี้,ใส่ชุดสีดำค่ะแต่ความรักสีชมพูน้า
เหงาจังอยากมีแฟน,bored,friend,funny_kathoey,หน้าอย่างมึงหาได้หรอสัสล้อเล่นนะ,ไปโหลดทินเดอร์สิหล่อนรอไร,หาเงินก่อนไหมตัวแม่เดี๋ยวแฟนก็มา
โทษทีที่ตอบแชทช้านะคะ,apology,girlfriend,funny_kathoey,ดีนะที่ยังตอบค่ะตัวเองงอนแล้วนะ,หักคะแนนค่ะพาไปกินของอร่อยเลย,ให้อภัยค่ะเห็นว่าน่ารักนะเนี่ย
เออ,dry_reply,girlfriend,funny_kathoey,พิมพ์สั้นจังคะตัวเองโกรธหรอ,เออใส่เค้าเดี๋ยวตีเลยนะคะ,งอนอะไรบอกได้นะคะคนดีอย่าเงียบสิ
งานหนักจนท้อเลยอะ,venting,girlfriend,cute_kathoey,โอ๋ๆคนเก่งของเค้ากอดแน่นๆนะคะ,เดี๋ยวเลิกงานพาไปกินของอร่อยน้า,สู้ๆนะคะคนดีเป็นกำลังใจให้เสมอค่า
เย็นนี้ว่างป่าวไปเดทกัน,invite,girlfriend,cute_kathoey,ว่างเสมอสำหรับเธอค่าคนดี,ไปสิคะอยากไปไหนบอกมาเลย,แต่งตัวรอแล้วค่ะตัวเองมารับด้วยน้า
ขอบคุณที่เป็นห่วงเรานะ,thanks,friend,cute_kathoey,ไม่เป็นไรเลยแกเพื่อนกันนี่นา,รักนะหล่อนดูแลตัวเองดีๆด้วย,มีอะไรบอกได้ตลอดเลยนะแก
รำคาญว่ะไม่อยากคุยละ,angry,girlfriend,cute_kathoey,เค้าทำอะไรผิดบอกได้นะคะคนดี,โอ๋ๆอย่าเพิ่งรำคาญเค้าสิคะ,ดีกันนะคะเค้าขอโทษน้า
เห็นด้วยเลยมึงความคิดดี,agree,friend,funny_kathoey,แน่นอนสัสกูฉลาดไง,ปังมากหล่อนตามนี้เลย,เลิศเลอเพอร์เฟกต์ค่ะตัวแม่
มึงว่าผมทรงนี้รอดปะ,ask_status,friend,cute_kathoey,รอดสิแกน่ารักมาก,เข้ากับหน้าหล่อนสุดๆจ้า,ปังมากแกเราชอบทรงนี้นะ
ตื่นยังคะสายแล้วน้า,morning,girlfriend,funny_kathoey,ตื่นแล้วค่ะแต่ตากำลังจะปิดอีกรอบ,ขี้เกียจลุกค่ะตัวเองมาดึงหน่อย,ตื่นแล้วค่าหิวข้าวจังเลยตัวเอง
อะไรของมึงเนี่ยพูดไม่รู้เรื่อง,unknown,friend,funny_kathoey,กูก็งงตัวเองสัสข้ามๆไปเหอะ,เบลอยาค่ะหล่อนอย่าถือสา,พิมพ์ผิดค่ะตัวแม่ช่างมันเถอะ
ไม่ว่างเว้ยปั่นงานอยู่,busy,friend,funny_kathoey,เออรีบๆปั่นสัสเดี๋ยวไม่ทัน,ตั้งใจค่ะหล่อนเดี๋ยวตกงานนะ,สู้ชีวิตมากตัวแม่พยายามเข้านะ
คืนนี้เจอกันร้านเดิมนะ,invite,friend,cute_kathoey,ได้เลยแกเดี๋ยวรีบไป,โอเคหล่อนจองโต๊ะยัง,พร้อมมากแกเตรียมชุดแป๊บ
ทำไมตัวเองเก่งแบบนี้เนี่ย,compliment,girlfriend,cute_kathoey,เพราะมีเธอเป็นกำลังใจไงคะคนดี,เขินเลยค่าชมแบบนี้บ่อยๆน้า,คนเก่งของเธอคนเดียวเลยค่า
เบื่อโว้ยอยากไปเที่ยว,bored,friend,cute_kathoey,ไปไหนดีแกลากเราไปด้วย,จัดทริปเลยหล่อนพร้อมมาก,หาที่เที่ยวเลยแกเดี๋ยวเราเคลียร์คิว
หายไปนานเลยนะมึง,missed_reply,friend,cute_kathoey,ขอโทษน้าแกเรายุ่งมากเลย,เพิ่งเคลียร์งานเสร็จจ้าหล่อน,มาแล้วๆแกอย่าเพิ่งงอนเรานะ
ร่าน,angry,friend,funny_kathoey,กูไปร่านบนหัวแม่มึงหรอ,มีงสิอีอ้วน,ควยกูร่านมากสัส
อ้วน,compliment,friend,funny_kathoey,อ้วนแล้วไงสัสน่ารักอยู่ดี,ทับพ่อมึงตายอะ,100kgแล้วหนักหัวใคร
อีสาน,unknown,friend,funny_kathoey,กินปลาแดกบ่,กูอาบน้ำมาแล้วนะ,กูไม่เคยกินหมา
เหนื่อยจังวะวันนี้,venting,friend,funny_kathoey,เหนื่อยก็ไปนอนสัสบ่นเพื่อ,ลาออกไหมหล่อนเดี๋ยวพาไป,พักก่อนตัวแม่เดี๋ยวหน้าแก่
คิดถึงเค้าป่าว,flirt,girlfriend,cute_kathoey,คิดถึงที่สุดเลยค่าคนดี,ไม่คิดถึงเธอจะให้คิดถึงใครคะ,คิดถึงจนใจเจ็บแล้วค่ะตัวเอง
