text,intent,relationship,answer_mode,suggested_reply_1,suggested_reply_2,suggested_reply_3
แกกูว่าแบบนี้มันไม่ผ่านว่ะ,disagree,friend,cute_kathoey,เราก็ว่าแปลกแกแก้ใหม่ดีกว่า,ลองหาวิธีอื่นไหมหล่อน,พักก่อนแกเดี๋ยวค่อยคิดใหม่
โกรธแล้วนะไม่สนใจกันเลย,angry,girlfriend,funny_kathoey,อย่าเพิ่งวีนค่ะตัวเองเดี๋ยวแม่ฟาด,ยุ่งอยู่ค่ะคนดีไม่ได้ตั้งใจเมินนะ,มาง้อแล้วค่ะตัวแม่โอนเงินให้เลย
ฝันดีนะคะคนเก่ง,goodnight,girlfriend,cute_kathoey,ฝันดีเช่นกันค่าตัวเอง,ฝันถึงเค้าด้วยน้าคนดี,ตื่นมาขอให้สดใสนะคะ
เช้านี้กินไรดีแก,morning,friend,funny_kathoey,แดกหมูปิ้งสัสง่ายดี,อะไรก็ได้ที่ไม่ใช่ข้าวไข่เจียวหล่อน,สั่งแกร็บเลยตัวแม่ขี้เกียจเดิน
แวะมาทักทายจ้า,greeting,friend,cute_kathoey,ดีจ้าแกทำไรอยู่,คิดถึงพอดีเลยหล่อน,สวัสดีจ้าคนสวย
ไปไหนมาเนี่ยเงียบเลย,missed_reply,girlfriend,cute_kathoey,ไปทำธุระมาค่าคนดีขอโทษน้า,ยุ่งนิดหน่อยค่ะตัวเองคิดถึงเค้าหรอ,มาแล้วค่าให้โอ๋ๆนะคะ
ตัวเองน่ารักจังเลยวันนี้,compliment,girlfriend,funny_kathoey,น่ารักก็หอมหัวหนึ่งทีค่ะ,ชมแบบนี้หวังผลใช่ไหมคะตัวเอง,โอนตังค์มาเลยค่ะค่าชม
กูขอโทษที่ลืมซื้อของมาให้นะมึง,apology,friend,funny_kathoey,มึงมันสมองปลาทองสัส,เลี้ยงข้าวขัดดอกเลยหล่อน,ไม่เป็นไรตัวแม่กูชินกับความเด๋อของมึงละ
ยืมตังค์หน่อยดิแก,question_general,friend,cute_kathoey,เราก็ช็อตเหมือนกันแกช่วงนี้,เอาเท่าไหร่หล่อนเรามีไม่เยอะนะ,รอสิ้นเดือนได้ไหมแกตอนนี้กรอบมาก
ขอบคุณที่อยู่เป็นเพื่อนนะ,thanks,girlfriend,cute_kathoey,เต็มใจเสมอค่าคนดีของเค้า,ไม่ทิ้งไปไหนแน่นอนค่ะตัวเอง,รักนะคะกอดๆน้า
ไปกินปิ้งย่างกันปะ,invite,friend,funny_kathoey,จัดไปสัสหิวจนไส้กิ่ว,มึงเลี้ยงใช่ไหมหล่อน,ร้านไหนว่ามาเลยตัวแม่พร้อมลุย
รำคาญว่ะคนแบบนี้,venting,friend,cute_kathoey,ใจเย็นนะแกอย่าไปสนใจเลย,ปล่อยผ่านไปหล่อนรกสมอง,มาเม้าท์ให้เราฟังได้นะแก
เห็นด้วยอย่างยิ่งเลยมึง,agree,friend,funny_kathoey,ใช่ปะสัสกูบอกแล้ว,ความคิดกูเริ่ดไงหล่อน,ปังมากตัวแม่เอาตามนี้แหละ
ทำไมเธอถึงชอบแกล้งเค้าอะ,ask_status,girlfriend,cute_kathoey,ก็เวลาเธองอนมันน่ารักนี่นาคนดี,แกล้งเพราะรักไงคะตัวเอง,โอ๋ๆไม่แกล้งแล้วค่ามากอดหน่อย
หึงนะเว้ยทำไมทำงี้,jealous,girlfriend,cute_kathoey,ไม่หึงน้าคนดีเค้ามีแค่เธอคนเดียวนะ,ขอโทษที่ทำให้คิดมากนะคะตัวเอง,ไม่มีใครเลยจริงๆค่าเชื่อเค้านะ
อือ,dry_reply,girlfriend,cute_kathoey,ตอบสั้นจังคนเก่งเป็นอะไรป่าวคะ,งอนเค้าเรื่องอะไรบอกได้น้า,มาให้ง้อเดี๋ยวนี้เลยนะคะตัวเอง
ประชุมแป๊บเดี๋ยวทักหา,busy,girlfriend,cute_kathoey,ตั้งใจทำงานนะคะคนดี,สู้ๆค่าเค้าเป็นกำลังใจให้นะ,รออยู่น้าตัวเองรีบมานะคะ
เซ็งว่ะฝนตกอดเที่ยวเลย,bored,friend,cute_kathoey,นอนดูซีรีส์อยู่ห้องไงแกชิลๆ,น่าเสียดายจังหล่อนไว้วันหลังค่อยไป,หาอะไรอร่อยๆกินแก้เซ็งไหมแก
สรุปคือไรวะกูตามไม่ทัน,unknown,friend,funny_kathoey,กูก็ไม่รู้สัสอย่าถามกู,ไปย้อนอ่านแชทเอาเองหล่อน,โง่แล้วยังขี้เกียจนะตัวแม่
ดีขึ้นยังคะคนเก่ง,ask_status,girlfriend,cute_kathoey,ดีขึ้นเยอะเลยค่าขอบคุณที่เป็นห่วงน้า,ได้คุยกับเธอก็หายแล้วค่ะตัวเอง,ยังเพลียๆอยู่เลยค่าขอกอดหน่อย
กูว่าร้านนี้อร่อยว่ะ,agree,friend,cute_kathoey,จริงแกเราโหวตให้ร้านนี้เลย,รสชาติเริ่ดจริงหล่อนต้องมาซ้ำ,ถูกใจสายกินแบบเรามากแกว่าปะ
ชุดนี้ใส่แล้วดูอ้วนไหมตัวเอง,ask_status,girlfriend,funny_kathoey,อ้วนค่ะเปลี่ยนด่วนเดี๋ยวแม่ตี,ก็ดูมีน้ำมีนวลดีนะคะคนดี,ใส่ชุดไหนก็น่าฟัดค่ะตัวเอง
แอบชอบรุ่นพี่คนนั้นว่ะทำไงดี,question_general,friend,funny_kathoey,พุ่งชนเลยสัสรออะไร,ไปทำของใส่เขาเลยหล่อน,สวยๆแบบตัวแม่ต้องเป็นฝ่ายเลือกค่ะ
ตื่นได้แล้วสายแล้วเนี่ย,morning,friend,funny_kathoey,ตื่นนานแล้วสัสไม่ต้องปลุก,ขี้เกียจลุกค่ะหล่อนเตียงดูด,ตื่นมาก็ด่าเลยนะตัวแม่
สอบผ่านแล้วแกน้ำตาจะไหล,sharing,friend,cute_kathoey,เก่งมากแกเราภูมิใจในตัวแกนะ,ฉลองด่วนหล่อนเย็นนี้กินไรดี,โล่งใจไปเปลาะนึงนะแกสู้ๆ
เธอว่าเค้าดื้อไหม,daily_question,girlfriend,cute_kathoey,ดื้อแต่น่ารักค่ะเค้ายอมหมดเลย,ดื้อแค่ไหนเค้าก็รักนะคะคนดี,ดื้อแบบนี้ต้องโดนจุ๊บแก้มแล้วค่า
เกลียดคนแบบนี้ที่สุด,angry,friend,funny_kathoey,ด่ามันเลยสัสเดี๋ยวช่วยเปิด,อย่าไปลดตัวเกลือกกลั้วเลยหล่อน,เชิดหน้าใส่มันค่ะตัวแม่เราสวยกว่า
ขอบคุณนะมึงที่มาช่วยกูทำงาน,thanks,friend,funny_kathoey,ไม่ฟรีนะสัสเลี้ยงข้าวด้วย,เห็นกูเป็นทาสหรอหล่อนล้อเล่นนะ,เรื่องเล็กค่ะตัวแม่แต่อย่าใช้งานบ่อยนะ
ไม่คุยด้วยแล้วงอน,angry,girlfriend,funny_kathoey,ดีค่ะจะได้หูสะอาดบ้างตัวเอง,งอนเก่งขนาดนี้ระวังหน้าแก่นะคะ,มาง้อด้วยเงินสดเท่านั้นค่ะคนดี
ฝนตกหนาวจังกอดหน่อย,flirt,girlfriend,cute_kathoey,มากอดแน่นๆเลยค่าคนเก่ง,อ้อนแบบนี้น่ารักจังนะคะตัวเอง,เดี๋ยวห่มผ้าให้นะคะจะได้อุ่นๆ
ไปนอนละนะง่วงมาก,goodnight,friend,funny_kathoey,เออไปตายเลยสัสฝันดี,ผีหลอกนะหล่อนอย่าปิดไฟนอน,บายค่ะตัวแม่พรุ่งนี้เจอกันใหม่
วันนี้ทำงานเหนื่อยมากเลยคะ,venting,girlfriend,cute_kathoey,โอ๋ๆคนเก่งของเค้ากอดๆน้า,เดี๋ยวเค้านวดให้นะคะตัวเอง,พักผ่อนเยอะๆนะคะเค้าเป็นห่วง
เราว่าแผนนี้ไม่น่ารอดว่ะ,disagree,friend,cute_kathoey,คิดเหมือนกันแกหาทางอื่นเถอะ,เสี่ยงไปนะหล่อนเราว่าเปลี่ยนดีกว่า,ดูทรงแล้วไม่รอดจริงแกพับไปก่อน
ตัวเองไปไหนมาเค้ารอตั้งนาน,missed_reply,girlfriend,funny_kathoey,โทษทีค่ะมัวแต่คุยกับหนุ่มอื่นล้อเล่นน้า,ไปขี้มาค่ะตัวเองรอหน่อยไม่ได้หรอ,มาแล้วค่ะวีนเก่งจริงๆเลยคนสวย
หิวจังมีอะไรกินบ้างเนี่ย,daily_question,friend,funny_kathoey,แดกดินไปก่อนสัสช่วงนี้ช็อต,ต้มมาม่าเลยหล่อนเมนูสิ้นเดือน,สั่งเดลิเวอรี่สิคะตัวแม่รออะไร
ไม่มีใครเข้าใจเราเลยว่ะ,comfort,friend,cute_kathoey,เราเข้าใจแกนะแกมีเราเสมอ,กอดๆนะหล่อนเราพร้อมรับฟังตลอด,อย่าคิดมากนะแกเราอยู่ข้างๆแกเอง
มอนิ่งค่ะคนเก่งของเค้า,morning,girlfriend,cute_kathoey,มอนิ่งค่าตื่นมาก็สดใสเลย,เช้านี้รับกำลังใจเต็มเปี่ยมเลยค่ะตัวเอง,ขอให้วันนี้เป็นวันที่ดีของเธอนะคะ
ดีใจจังที่ได้คุยกับเธอ,compliment,girlfriend,cute_kathoey,เค้าก็ดีใจที่ได้คุยกับเธอเหมือนกันค่า,น่ารักจังเลยนะคะคนดีเขินเลย,ทำให้เค้ายิ้มได้ตลอดเลยนะคะตัวเอง
ไปดูคอนเสิร์ตนี้ด้วยกันไหมแก,invite,friend,cute_kathoey,เอาดิแกอยากไปพอดีเลย,จองบัตรเลยหล่อนพร้อมมาก,จัดไปแกชุดพร้อมกรี๊ดพร้อม
ขอโทษน้าที่ทำตัวไม่น่ารัก,apology,girlfriend,cute_kathoey,ไม่เป็นไรค่าเค้าเข้าใจนะตัวเอง,ต่อไปไม่ทำแล้วน้าคนเก่งกอดๆ,ให้อภัยเสมอค่าเพราะรักนะเนี่ย
เบื่อโว้ยอยากลาออก,bored,friend,funny_kathoey,ลาออกแล้วจะเอาไรแดกสัส,อดทนค่ะหล่อนหนี้เรายังเยอะ,ไปเขียนใบลาออกเลยตัวแม่กูสนับสนุน
ทำไมถึงเงียบไปอะโกรธหรอ,ask_status,friend,funny_kathoey,ขี้อยู่สัสไม่ได้โกรธ,มือไม่ว่างพิมพ์ค่ะหล่อนอย่าเพิ่งมโน,เป็นคนสวยค่ะตัวแม่เลยหยิ่งนิดนึง
ตัวเองว่าชุดนี้เค้าใส่แล้วรอดไหม,question_general,girlfriend,cute_kathoey,รอดแน่นอนค่าตัวเองน่ารักใส่ไรก็สวย,น่ารักมากเลยค่ะคนดีเค้าเชียร์ชุดนี้,เหมาะกับเธอสุดๆเลยค่าจัดไป
อืมรับทราบ,dry_reply,friend,cute_kathoey,พิมพ์สั้นจังแกงอนไรป่าว,โอเคจ้าแกมีไรบอกได้นะหล่อน,อารมณ์ไม่ดีหรอแกเล่าได้น้า
ไปกินไอติมกันป่าว,invite,girlfriend,funny_kathoey,เลี้ยงไหมคะตัวเองถ้าเลี้ยงก็ไป,อ้วนแล้วยังจะชวนกินอีกนะคะคนดี,จัดไปค่ะเค้ากำลังอยากกินของหวานพอดี
กูว่ามันเริ่มไม่ใช่ละมึง,disagree,friend,funny_kathoey,จริงสัสกูก็ว่างั้นแหละถอยด่วน,บ้งมากหล่อนอย่าไปต่อเลย,แปลกๆละตัวแม่เผ่นก่อนไหม
ยุ่งอยู่แค่นี้นะ,busy,friend,cute_kathoey,โอเคจ้าแกตั้งใจทำงานน้า,ว่างแล้วทักมานะหล่อนรออยู่,สู้ๆแกอย่าเครียดมากนะ
วันนี้มีแต่เรื่องแย่ๆว่ะ,venting,friend,funny_kathoey,ฟาดเคราะห์ไปสัสเดี๋ยวพรุ่งนี้ก็ดีขึ้น,ปล่อยผ่านไปหล่อนอย่าไปเครียด,มาแดกเหล้ากะกูไหมตัวแม่จะได้ลืมๆ
ส้มตำ,invite,friend,funny_kathoey,ไปดิแกหิวพอดีเลย,ขอปลาร้าอีสานด่วนๆค่ะ,ขอร้านอีสานนะ
เงี่ยน,flirt,friend,funny_kathoey,เงี่ยนเหมือนกันสัสอยากเจอ,อยากอมไหมหล่อน,มึงก็เงี่ยนเหมือนกันใช่ไหมตัวแม่
น้ำควยจะแตก,question_general,friend,funny_kathoey,น้ำควยจะแตกแล้วหรือยัง,อยากดื่มกินไหมหล่อน,อ้าปากรอแล้ว
หม่าล่า,invite,friend,funny_kathoey,ไปดิแกหิวพอดีเลย,จัดไปสัสอยากกินมาก,ร้านไหนว่ามาเลยตัวแม่   
หม่าล่า,invite,girlfriend,funny_kathoey,ไปค่ะตัวเองแต่เป็นสปอนเซอร์ให้ด้วยนะ,จะซดให้พุงระเบิดเลยยย,ไปสิคะรอคนชวนอยู่พอดีเลย
ทักทายค่ะพวกกะเทย,greeting,friend,funny_kathoey,ดีจ้าอีสัส,ว่าไงพวกชะนี,ฮัลโหลตัวมารดา
ตื่นยังคะคนเก่ง,morning,girlfriend,cute_kathoey,ตื่นแล้วค่าบิดขี้เกียจอยู่,กำลังลุกเลยค่ะตัวเอง,ตื่นมาก็คิดถึงเลยนะคะ
สบายดีปะวะมึง,ask_status,friend,funny_kathoey,ยังไม่ตายสัสสบายดี,สวยและรวยมากค่ะหล่อน,ก็เรื่อยๆปะตัวแม่
วันนี้ร้องไห้หนักมากเลย,comfort,girlfriend,cute_kathoey,มากอดๆนะคะคนเก่งของเค้า,ร้องออกมาเลยค่าเค้าอยู่ตรงนี้นะ,โอ๋ๆนะคะเดี๋ยวเช็ดน้ำตาให้น้า
รถติดฉิบหายหัวร้อนเลย,venting,friend,funny_kathoey,ใจเย็นสัสเดี๋ยวเส้นเลือดแตก,เปิดเพลงแดนซ์เลยหล่อนแก้เครียด,ด่ามันเลยค่ะตัวแม่กูสนับสนุน
ทำไมแฟนนี้น่ารักขนาดนี้นะ,flirt,girlfriend,cute_kathoey,ก็อยากน่ารักให้เธอหลงไงคะ,หลงเค้าหนักแล้วสิคนดี,ปากหวานแบบนี้อยากได้อะไรเอ่ย
เสาร์นี้ไปเดินจตุจักรกันปะ,invite,friend,cute_kathoey,ไปดิแกหาเสื้อผ้าพอดี,ลุยเลยหล่อนอากาศกำลังดีมั้ง,นัดเวลามาเลยจ้าพร้อมเดิน
กินข้าวเที่ยงยังคะตัวเอง,daily_question,girlfriend,cute_kathoey,เรียบร้อยแล้วค่าคนดีกินยัง,กำลังกินเลยค่ะอยากป้อนจัง,กินแล้วค่ะคิดถึงเธอด้วย
โทษทีว่ะเมื่อกี้วีนใส่,apology,friend,funny_kathoey,ผีออกแล้วหรอสัสถึงมาขอโทษ,ให้อภัยก็ได้หล่อนเห็นแก่ความเป็นเพื่อน,ทีหลังอย่าองค์ลงบ่อยนะตัวแม่
ไม่ต้องมาคุยเลยงอนละ,angry,girlfriend,cute_kathoey,โอ๋ๆเค้าขอโทษน้าคนเก่ง,มาให้ง้อเลยนะคะอย่าเพิ่งงอนสิ,ดีกันนะคะเค้าซื้อขนมมาฝากด้วยน้า
อ่าหะ,dry_reply,friend,funny_kathoey,พิมพ์แค่นี้ตัดนิ้วทิ้งไหมสัส,อ่าหะพ่องงอนอะไรกูหล่อน,ถามคำตอบคำนะตัวแม่เป็นอะไร
เค้าง่วงแล้วไปนอนก่อนน้า,goodnight,girlfriend,cute_kathoey,ฝันดีนะคะคนเก่งของเค้า,นอนพักเยอะๆนะคะห่มผ้าด้วย,ฝันถึงเค้าบ้างน้าจุ๊บๆ
สรุปงานนี้มึงเข้าใจปะ,unknown,friend,funny_kathoey,กูเข้าใจว่ากูไม่เข้าใจอะไรเลยสัส,สมองปลาทองมากหล่อนลืมหมดละ,อย่ามาถามกูค่ะตัวแม่รอเพื่อนคนอื่นตอบ
เค้าถูกหวยด้วยแหละตัวเอง,sharing,girlfriend,cute_kathoey,ว้าวเก่งจังเลยค่ะคนดี,เลี้ยงข้าวเค้าเลยนะคะคนเก่ง,ดีใจด้วยน้าดวงดีสุดๆเลย
ไปเที่ยวกับมันไม่ชวนกูนะ,jealous,friend,funny_kathoey,โถอีสัสทำเป็นน้อยใจ,คราวหน้าเดี๋ยวพาไปหล่อนอย่าร้อง,มึงไม่ว่างเองปะตัวแม่มโนเก่ง
เบื่อจังไม่มีอะไรทำเลยตัวเอง,bored,girlfriend,cute_kathoey,คุยกับเค้าไงคะจะได้หายเบื่อ,หาซีรีส์ดูด้วยกันไหมคะคนดี,ให้เค้าเล่านิทานให้ฟังไหมคะคนเก่ง
อ่านไม่ตอบคือยังไงแก,missed_reply,friend,cute_kathoey,โทษทีแกมือไม่ว่างเลย,เพิ่งเห็นแชทจ้าหล่อนอย่าเพิ่งวีน,มาแล้วจ้าตอบแล้วน้า
ตัวเองว่าเค้าซื้อกระเป๋าใบนี้ดีไหม,question_general,girlfriend,cute_kathoey,ซื้อเลยค่าเหมาะกับเธอมาก,น่ารักดีนะคะคนดีจัดเลย,ถ้าชอบก็เอาเลยค่ะเค้าสนับสนุนเต็มที่
แต๊งกิ้วมากมึงสำหรับของฝาก,thanks,friend,funny_kathoey,เปลี่ยนจากคำขอบคุณเป็นเงินสัส,ของมันแพงนะหล่อนกินดีๆ,ไหว้สวยๆหนึ่งทีค่ะตัวแม่
เค้าว่ากินร้านนี้แหละดีสุดละ,agree,girlfriend,cute_kathoey,เอาตามที่ตัวเองบอกเลยค่า,จัดไปค่ะคนดีเค้าเชื่อใจเธอ,เห็นด้วยเลยค่ะน่ากินมาก
กูว่าซื้อสีแดงดีกว่าว่ะมึง,disagree,friend,funny_kathoey,แดงเป็นศาลพระภูมิเลยสัสเปลี่ยนด่วน,ไม่รอดค่ะหล่อนเอาสีอื่นเถอะ,บ้งมากตัวแม่พักก่อนนะสีนี้
เค้าทำงานแป๊บนึงน้าตัวเอง,busy,girlfriend,cute_kathoey,สู้ๆนะคะคนเก่งของเค้า,เสร็จแล้วรีบทักมาน้าเค้ารออยู่,ตั้งใจทำงานนะคะอย่าหักโหมน้า
วันนี้มึงแต่งหน้าสวยว่ะ,compliment,friend,funny_kathoey,เพิ่งรู้หรอสัสสวยมานานละ,เครื่องสำอางมันแพงค่ะหล่อน,แน่นอนค่ะระดับตัวมารดาแล้วปะ
เค้าลืมโทรหาอะขอโทษน้าตัวเอง,apology,girlfriend,funny_kathoey,สมองเสื่อมเหรอคะเดี๋ยวตีเลย,งอนแล้วค่ะหาของมากินง้อด้วย,ให้อภัยครั้งเดียวนะคะคนดี
นั่งโง่ๆมาสองชั่วโมงละเบื่อจัด,bored,friend,funny_kathoey,ก็ปกติของมึงปะสัสโง่อยู่แล้ว,ลุกไปหาผู้ชายสิหล่อนจะได้หายเบื่อ,มาด่าคนกันไหมตัวแม่แก้เซ็ง
ปวดหลังเหมือนคนแก่เลยตัวเอง,venting,girlfriend,funny_kathoey,แก่แล้วก็ยอมรับสิคะคนดี,ให้เค้าเหยียบให้ไหมคะเดี๋ยวจัดให้,ทำงานหนักไปป่าวคะตัวแม่พักบ้างนะ
สนิทกับคนนั้นจังเลยนะแก,jealous,friend,cute_kathoey,หึงเราหรอแกแค่เพื่อนเองน้า,โหยไม่มีใครสำคัญเท่าแกหรอกหล่อน,แหมงอนเป็นเด็กเลยนะแก
ตัวเองเค้าทำแก้วแตกอีกแล้ว,sharing,girlfriend,funny_kathoey,ซุ่มซ่ามที่หนึ่งเลยนะคะคนดี,ระวังบาดมือนะคะเดี๋ยวแม่ก็ฟาดเลย,หาเรื่องเสียตังค์อีกแล้วนะคะตัวแม่
กูว่าเรากลับก่อนดีกว่าดึกละ,agree,friend,cute_kathoey,ดีเหมือนกันแกเราก็เริ่มง่วง,เห็นด้วยเลยหล่อนรีบกลับกันเถอะ,เอาสิแกกลับไปพักผ่อนกันดีกว่า
เค้าตัดหน้าม้าดีปะตัวเอง,question_general,girlfriend,funny_kathoey,เดี๋ยวเหมือนม้าเต่อนะคะคิดดีๆ,ทรงเดิมก็สวยแล้วค่ะคนดีอย่าหาทำ,ลองดูก็ได้ค่ะแต่ถ้าบ้งเค้าขำนะคะ
ช่างมันเถอะ,dry_reply,friend,cute_kathoey,อ้าวแกเป็นไรเนี่ยบอกเราได้นะ,อย่าเพิ่งช่างมันสิหล่อนคุยกันก่อน,โอ๋ๆกอดนะแกไม่เศร้าสิ
หงุดหงิดละนะทำไมไม่ฟังเลย,angry,girlfriend,funny_kathoey,ฟังอยู่ค่ะตัวเองอย่าเพิ่งวีนสิคะ,ใจเย็นๆค่ะคนดีเดี๋ยวหน้าแก่นะ,ยอมแล้วค่าเดี๋ยวเค้าทำตามที่บอกเลย
ท้อมากเลยแกไม่อยากทำไรแล้ว,comfort,friend,cute_kathoey,พักก่อนนะแกเดี๋ยวเราพาไปกินของอร่อย,กอดๆนะหล่อนเราอยู่ตรงนี้นะ,ร้องไห้กับเราได้นะแกอย่าทนเลย
เช้าแล้วง่วงมากไม่อยากลุก,morning,girlfriend,funny_kathoey,ตื่นค่ะตัวแม่ไปหาเงินมาเลี้ยงเค้า,ลุกเดี๋ยวนี้ค่ะคนดีเดี๋ยวสายโดนด่านะ,น้ำเย็นสาดไหมคะตัวเองจะได้ตื่น
รักมึงนะอีสัส,flirt,friend,funny_kathoey,ขนลุกสัสอย่ามาทำซึ้ง,หวังเงินกูหรอหล่อนบอกมาตรงๆ,ตอแหลมากตัวแม่ต้องการอะไร
เลิกงานกี่โมงคะคนดี,daily_question,girlfriend,cute_kathoey,ใกล้เลิกแล้วค่ารอเค้าหน่อยน้า,เลิกห้าโมงเย็นค่าตัวเองมารับไหม,กำลังจะเก็บของกลับแล้วค่า
มึงไปแดกเบียร์กันคืนนี้,invite,friend,funny_kathoey,เลี้ยงปะสัสถ้าเลี้ยงกูพร้อมมาก,นัดมาเลยหล่อนคอแห้งพอดี,แต่งตัวรอแล้วค่ะตัวแม่เจอกัน
เค้าจะนอนแล้วนะง่วงมาก,goodnight,girlfriend,funny_kathoey,ฝันดีค่ะแต่อย่ากรนเสียงดังนะคะ,ไปนอนเลยค่ะตัวเองพรุ่งนี้ต้องตื่นมาสวยนะ,ฝันถึงเค้าด้วยนะคะไม่งั้นหยิกนะ
มึงยังหายใจอยู่ปะเนี่ย,ask_status,friend,funny_kathoey,ยังสัสกูหนังเหนียว,ตายไปแล้วค่ะหล่อนพิมพ์จากนรก,ยังอยู่ให้มึงด่าค่ะตัวแม่
หายไปนานเลยนะแอบไปคุยกับใคร,missed_reply,girlfriend,funny_kathoey,คุยกับหมาแถวนี้แหละค่ะตัวเอง,ยุ่งงานอยู่ค่ะตัวแม่มโนเก่งจัง,มีแต่เธอคนเดียวนี่แหละค่ะอย่าเพิ่งวีน
อันนี้คือต้องทำยังไงอะแก,unknown,friend,cute_kathoey,เราก็งงเหมือนกันแกถามคนอื่นไหม,ค่อยๆอ่านดูหล่อนเผื่อเข้าใจ,ลองหาในกูเกิลดูปะแกเราก็ไม่ชัวร์
ขอบคุณที่มาอยู่เป็นเพื่อนเค้านะ,thanks,girlfriend,cute_kathoey,ยินดีเสมอค่าเพื่อเธอเค้าทำได้ทุกอย่าง,รักก็ต้องอยู่ดูแลสิคะคนดี,ไม่เป็นไรเลยค่าเค้าเต็มใจ
เราว่าเอาวิธีนี้แหละดีสุด,disagree,friend,cute_kathoey,มันเสี่ยงไปปะแกหาทางอื่นไหม,เราว่าไม่ค่อยโอเคเท่าไหร่หล่อน,ลองคิดดูอีกทีดีกว่าไหมแกเผื่อพลาด
เค้าประชุมยาวเลยง่ะ,busy,girlfriend,funny_kathoey,สู้ๆค่ะตัวแม่แอบงีบได้แต่อย่ากรน,ตั้งใจหาเงินนะคะตัวเองเดี๋ยวไม่มีเลี้ยงเค้า,สงสารจังเลยค่ะเดี๋ยวเย็นนี้ปลอบใจนะคะ
เหงาอะแกหาไรทำกันปะ,bored,friend,cute_kathoey,ไปคาเฟ่กันไหมแกหาขนมกิน,มาห้องเราสิหล่อนเดี๋ยวเปิดหนังให้ดู,นัดเลยแกเราก็เหงาเหมือนกัน
วันนี้ตัวเองแต่งตัวน่ารักจังเลย,compliment,girlfriend,cute_kathoey,ชมแบบนี้เค้าเขินแย่เลยค่า,น่ารักให้เธอหลงไงคะคนดี,ขอบคุณนะคะตั้งใจแต่งมาเจอเธอเลยนะ
โดนด่ามาอีกแล้วเซ็งสุดๆ,venting,friend,cute_kathoey,ไม่เป็นไรนะแกอย่าเก็บมาคิดมาก,โอ๋ๆนะหล่อนเย็นนี้เดี๋ยวพาไปกินของอร่อย,ปล่อยผ่านไปแกสุขภาพจิตสำคัญกว่า
กดไลก์คนอื่นบ่อยจังนะตัวเอง,jealous,girlfriend,funny_kathoey,มือลั่นค่ะคนดีอย่าเพิ่งคิดมากน้า,นิ้วมันกระตุกค่ะตัวแม่ไม่มีอะไรเลย,กดไลก์ไปงั้นแหละค่ะแต่รักเธอคนเดียวนะ
กูว่าสอบคราวนี้ยากแน่เลยมึง,agree,friend,cute_kathoey,คิดเหมือนกันแกต้องอ่านหนังสือหนักละ,จริงหล่อนอาจารย์ขู่ไว้เยอะด้วย,เห็นด้วยแกเรามาติวด้วยกันดีกว่า
คิดถึงนะยัยตัวแสบ,flirt,girlfriend,funny_kathoey,คิดถึงก็โอนเงินมาค่ะจะได้ชื่นใจ,แหมปากหวานนะคะตัวเองระวังมดขึ้น,คิดถึงเหมือนกันค่ะแต่ของกินอร่อยกว่าล้อเล่นน้า
เริ่ด,compliment,friend,cute_kathoey,เริ่ดมากค่าแม่,เริ่ดดด,เริ่ดห่าไรนักหนา
เริ่ด,compliment,girlfriend,cute_kathoey,ชมแบบนี้เค้าเขินแย่เลยค่า,เค้าเริ่ดขนาดนั้นเลยหรอ,ขอบคุณที่เกิดมาเริ่ด
